CUDA_VISIBLE_DEVICES=0 OMP_NUM_THREADS=4 python train_images.py --gammaD 10 --gammaG 1                 --manualSeed 3407 --encoded_noise --preprocessing --cuda --image_embedding new_SqueezeNet_1024 --class_embedding new_Video_1024_gzsl                 --nepoch 300 --ngh 4096 --ndh 4096 --lr 0.0005 --classifier_lr 0.005 --lambda1 10 --critic_iter 5 --dataroot datasets --dataset RADAR                 --nclass_all 11 --batch_size 32 --nz 1024 --latent_size 1024 --attSize 1024 --resSize 1024 --syn_num 320                 --gzsl --recons_weight 0.01 --a1 0 --a2 0 --feed_lr 0.00001 --dec_lr 0.0001 --feedback_loop 2
Random Seed:  3407
# of training samples:  168
Encoder(
  (fc1): Linear(in_features=2048, out_features=4096, bias=True)
  (fc3): Linear(in_features=4096, out_features=2048, bias=True)
  (lrelu): LeakyReLU(0.2, inplace)
  (linear_means): Linear(in_features=2048, out_features=1024, bias=True)
  (linear_log_var): Linear(in_features=2048, out_features=1024, bias=True)
)
Generator(
  (fc1): Linear(in_features=2048, out_features=4096, bias=True)
  (fc3): Linear(in_features=4096, out_features=1024, bias=True)
  (lrelu): LeakyReLU(0.2, inplace)
  (sigmoid): Sigmoid()
)
Discriminator_D1(
  (fc1): Linear(in_features=2048, out_features=4096, bias=True)
  (fc2): Linear(in_features=4096, out_features=1, bias=True)
  (lrelu): LeakyReLU(0.2, inplace)
)
Feedback(
  (fc1): Linear(in_features=4096, out_features=4096, bias=True)
  (fc2): Linear(in_features=4096, out_features=4096, bias=True)
  (lrelu): LeakyReLU(0.2, inplace)
)
AttDec(
  (fc1): Linear(in_features=1024, out_features=4096, bias=True)
  (fc3): Linear(in_features=4096, out_features=1024, bias=True)
  (lrelu): LeakyReLU(0.2, inplace)
)
[0/300]  Loss_D: -37.7882 Loss_G: -4.7681, Wasserstein_dist:46.5482, vae_loss_seen:478.8828 GZSL: seen=0.9792, unseen=0.2000, h=0.3322 ZSL: unseen accuracy=0.2000
[1/300]  Loss_D: -15.6196 Loss_G: -4.7949, Wasserstein_dist:19.6590, vae_loss_seen:447.8479 GZSL: seen=0.9375, unseen=0.1886, h=0.3140 ZSL: unseen accuracy=0.4229
[2/300]  Loss_D: -25.1643 Loss_G: 2.1608, Wasserstein_dist:34.7138, vae_loss_seen:459.2663 GZSL: seen=0.5833, unseen=0.2000, h=0.2979 ZSL: unseen accuracy=0.4743
[3/300]  Loss_D: -6.5462 Loss_G: -2.9111, Wasserstein_dist:11.0645, vae_loss_seen:429.7915 GZSL: seen=0.5333, unseen=0.2000, h=0.2909 ZSL: unseen accuracy=0.4114
[4/300]  Loss_D: -6.7315 Loss_G: -1.5298, Wasserstein_dist:11.1229, vae_loss_seen:429.3034 GZSL: seen=0.5000, unseen=0.2000, h=0.2857 ZSL: unseen accuracy=0.6000
[5/300]  Loss_D: -13.7148 Loss_G: -6.6864, Wasserstein_dist:16.4712, vae_loss_seen:410.3700 GZSL: seen=0.3333, unseen=0.1771, h=0.2313 ZSL: unseen accuracy=0.4229
[6/300]  Loss_D: -13.2732 Loss_G: -10.9326, Wasserstein_dist:15.1700, vae_loss_seen:377.9229 GZSL: seen=0.5000, unseen=0.6000, h=0.5455 ZSL: unseen accuracy=0.5371
[7/300]  Loss_D: -3.2621 Loss_G: -8.5546, Wasserstein_dist:6.0283, vae_loss_seen:430.8468 GZSL: seen=0.5208, unseen=0.1714, h=0.2580 ZSL: unseen accuracy=0.5771
[8/300]  Loss_D: -9.2316 Loss_G: -9.8884, Wasserstein_dist:10.7908, vae_loss_seen:390.2512 GZSL: seen=0.3333, unseen=0.2229, h=0.2671 ZSL: unseen accuracy=0.4914
[9/300]  Loss_D: -8.7791 Loss_G: -3.8839, Wasserstein_dist:10.2917, vae_loss_seen:417.0452 GZSL: seen=0.5000, unseen=0.2000, h=0.2857 ZSL: unseen accuracy=0.4343
[10/300]  Loss_D: -8.0230 Loss_G: -10.0496, Wasserstein_dist:10.2321, vae_loss_seen:424.6212 GZSL: seen=0.7208, unseen=0.0857, h=0.1532 ZSL: unseen accuracy=0.4000
[11/300]  Loss_D: -13.5592 Loss_G: 0.0305, Wasserstein_dist:16.5569, vae_loss_seen:455.2198 GZSL: seen=0.3333, unseen=0.3543, h=0.3435 ZSL: unseen accuracy=0.2171
[12/300]  Loss_D: -18.7419 Loss_G: -8.3799, Wasserstein_dist:27.8428, vae_loss_seen:410.6631 GZSL: seen=0.5000, unseen=0.5714, h=0.5333 ZSL: unseen accuracy=0.5943
[13/300]  Loss_D: -7.6794 Loss_G: -8.4653, Wasserstein_dist:9.2270, vae_loss_seen:353.9546 GZSL: seen=0.5000, unseen=0.4000, h=0.4444 ZSL: unseen accuracy=0.5886
