Random Seed:  3407
# of training samples:  538
Encoder(
  (fc1): Linear(in_features=2048, out_features=4096, bias=True)
  (fc3): Linear(in_features=4096, out_features=2048, bias=True)
  (lrelu): LeakyReLU(0.2, inplace)
  (linear_means): Linear(in_features=2048, out_features=1024, bias=True)
  (linear_log_var): Linear(in_features=2048, out_features=1024, bias=True)
)
Generator(
  (fc1): Linear(in_features=2048, out_features=4096, bias=True)
  (fc3): Linear(in_features=4096, out_features=1024, bias=True)
  (lrelu): LeakyReLU(0.2, inplace)
  (sigmoid): Sigmoid()
)
Discriminator_D1(
  (fc1): Linear(in_features=2048, out_features=4096, bias=True)
  (fc2): Linear(in_features=4096, out_features=1, bias=True)
  (lrelu): LeakyReLU(0.2, inplace)
)
Feedback(
  (fc1): Linear(in_features=4096, out_features=4096, bias=True)
  (fc2): Linear(in_features=4096, out_features=4096, bias=True)
  (lrelu): LeakyReLU(0.2, inplace)
)
AttDec(
  (fc1): Linear(in_features=1024, out_features=4096, bias=True)
  (fc3): Linear(in_features=4096, out_features=1024, bias=True)
  (lrelu): LeakyReLU(0.2, inplace)
)
[0/300]  Loss_D: -102.9590 Loss_G: 0.3392, Wasserstein_dist:128.9360, vae_loss_seen:491.8285 GZSL: seen=0.7921, unseen=0.1667, h=0.2754 ZSL: unseen accuracy=0.3333
[1/300]  Loss_D: -48.6917 Loss_G: -5.4262, Wasserstein_dist:63.4464, vae_loss_seen:351.6742 GZSL: seen=0.8016, unseen=0.0208, h=0.0406 ZSL: unseen accuracy=0.3958
[2/300]  Loss_D: -16.3503 Loss_G: -5.1619, Wasserstein_dist:21.5900, vae_loss_seen:313.5504 GZSL: seen=0.7881, unseen=0.1719, h=0.2822 ZSL: unseen accuracy=0.4583
[3/300]  Loss_D: -9.7103 Loss_G: -3.9177, Wasserstein_dist:13.5445, vae_loss_seen:299.6998 GZSL: seen=0.8333, unseen=0.0260, h=0.0505 ZSL: unseen accuracy=0.3281
[4/300]  Loss_D: -11.7194 Loss_G: -4.8868, Wasserstein_dist:14.6006, vae_loss_seen:302.2920 GZSL: seen=0.8307, unseen=0.1667, h=0.2776 ZSL: unseen accuracy=0.5677
[5/300]  Loss_D: -12.6057 Loss_G: -3.7829, Wasserstein_dist:15.5252, vae_loss_seen:301.8348 GZSL: seen=0.8095, unseen=0.0521, h=0.0979 ZSL: unseen accuracy=0.5833
[6/300]  Loss_D: -13.5165 Loss_G: -1.5545, Wasserstein_dist:17.3306, vae_loss_seen:318.1401 GZSL: seen=0.7484, unseen=0.2969, h=0.4251 ZSL: unseen accuracy=0.3125
[7/300]  Loss_D: -16.7664 Loss_G: -0.4365, Wasserstein_dist:20.0664, vae_loss_seen:335.7821 GZSL: seen=0.7833, unseen=0.0833, h=0.1506 ZSL: unseen accuracy=0.3490
[8/300]  Loss_D: -19.4072 Loss_G: 1.2904, Wasserstein_dist:23.3941, vae_loss_seen:356.3045 GZSL: seen=0.8190, unseen=0.2448, h=0.3769 ZSL: unseen accuracy=0.4219
[9/300]  Loss_D: -17.9581 Loss_G: 3.2327, Wasserstein_dist:23.4162, vae_loss_seen:363.2824 GZSL: seen=0.8000, unseen=0.0365, h=0.0697 ZSL: unseen accuracy=0.5781
[10/300]  Loss_D: -18.4845 Loss_G: 4.4684, Wasserstein_dist:23.5383, vae_loss_seen:366.6883 GZSL: seen=0.7825, unseen=0.1979, h=0.3159 ZSL: unseen accuracy=0.2656
[11/300]  Loss_D: -17.5371 Loss_G: 5.0706, Wasserstein_dist:23.6136, vae_loss_seen:376.2656 GZSL: seen=0.8413, unseen=0.0729, h=0.1342 ZSL: unseen accuracy=0.3021
[12/300]  Loss_D: -18.5155 Loss_G: 4.8788, Wasserstein_dist:24.4364, vae_loss_seen:374.8364 GZSL: seen=0.8360, unseen=0.1562, h=0.2633 ZSL: unseen accuracy=0.2917
[13/300]  Loss_D: -17.1240 Loss_G: 4.8278, Wasserstein_dist:23.2632, vae_loss_seen:374.6508 GZSL: seen=0.8095, unseen=0.1771, h=0.2906 ZSL: unseen accuracy=0.3802
[14/300]  Loss_D: -18.0009 Loss_G: 5.4667, Wasserstein_dist:23.0775, vae_loss_seen:377.0052 GZSL: seen=0.7444, unseen=0.1302, h=0.2216 ZSL: unseen accuracy=0.3490
[15/300]  Loss_D: -17.5499 Loss_G: 6.8685, Wasserstein_dist:22.7393, vae_loss_seen:387.2299 GZSL: seen=0.8095, unseen=0.1042, h=0.1846 ZSL: unseen accuracy=0.3281
[16/300]  Loss_D: -18.6150 Loss_G: 6.1435, Wasserstein_dist:23.8477, vae_loss_seen:383.0913 GZSL: seen=0.7683, unseen=0.0885, h=0.1588 ZSL: unseen accuracy=0.2917
