Random Seed:  3407
# of training samples:  538
Encoder(
  (fc1): Linear(in_features=2048, out_features=4096, bias=True)
  (fc3): Linear(in_features=4096, out_features=2048, bias=True)
  (lrelu): LeakyReLU(0.2, inplace)
  (linear_means): Linear(in_features=2048, out_features=1024, bias=True)
  (linear_log_var): Linear(in_features=2048, out_features=1024, bias=True)
)
Generator(
  (fc1): Linear(in_features=2048, out_features=4096, bias=True)
  (fc3): Linear(in_features=4096, out_features=1024, bias=True)
  (lrelu): LeakyReLU(0.2, inplace)
  (sigmoid): Sigmoid()
)
Discriminator_D1(
  (fc1): Linear(in_features=2048, out_features=4096, bias=True)
  (fc2): Linear(in_features=4096, out_features=1, bias=True)
  (lrelu): LeakyReLU(0.2, inplace)
)
Feedback(
  (fc1): Linear(in_features=4096, out_features=4096, bias=True)
  (fc2): Linear(in_features=4096, out_features=4096, bias=True)
  (lrelu): LeakyReLU(0.2, inplace)
)
AttDec(
  (fc1): Linear(in_features=1024, out_features=4096, bias=True)
  (fc3): Linear(in_features=4096, out_features=1024, bias=True)
  (lrelu): LeakyReLU(0.2, inplace)
)
[0/300]  Loss_D: -10.0034 Loss_G: -0.0341, Wasserstein_dist:12.5393, vae_loss_seen:470.7604 GZSL: seen=0.9325, unseen=0.2604, h=0.4071 ZSL: unseen accuracy=0.5885
[1/300]  Loss_D: -5.5064 Loss_G: -4.8230, Wasserstein_dist:7.1736, vae_loss_seen:379.6707 GZSL: seen=0.7639, unseen=0.2917, h=0.4221 ZSL: unseen accuracy=0.5052
[2/300]  Loss_D: -3.6116 Loss_G: -7.6448, Wasserstein_dist:4.6824, vae_loss_seen:334.1587 GZSL: seen=0.8611, unseen=0.2969, h=0.4415 ZSL: unseen accuracy=0.4583
[3/300]  Loss_D: -2.4615 Loss_G: -7.9257, Wasserstein_dist:3.2312, vae_loss_seen:315.7400 GZSL: seen=0.8651, unseen=0.2656, h=0.4064 ZSL: unseen accuracy=0.4323
[4/300]  Loss_D: -2.1442 Loss_G: -7.6495, Wasserstein_dist:2.8383, vae_loss_seen:319.1562 GZSL: seen=0.9127, unseen=0.2135, h=0.3461 ZSL: unseen accuracy=0.4792
[5/300]  Loss_D: -2.3841 Loss_G: -7.0336, Wasserstein_dist:2.9582, vae_loss_seen:305.9790 GZSL: seen=0.8007, unseen=0.3646, h=0.5010 ZSL: unseen accuracy=0.5208
[6/300]  Loss_D: -2.7902 Loss_G: -5.4000, Wasserstein_dist:3.3936, vae_loss_seen:314.6234 GZSL: seen=0.8790, unseen=0.2604, h=0.4018 ZSL: unseen accuracy=0.5208
[7/300]  Loss_D: -2.4990 Loss_G: -5.8571, Wasserstein_dist:3.0329, vae_loss_seen:305.1018 GZSL: seen=0.8968, unseen=0.2083, h=0.3381 ZSL: unseen accuracy=0.4896
[8/300]  Loss_D: -2.6166 Loss_G: -2.5131, Wasserstein_dist:3.2065, vae_loss_seen:304.1589 GZSL: seen=0.8671, unseen=0.2760, h=0.4188 ZSL: unseen accuracy=0.5000
[9/300]  Loss_D: -2.3672 Loss_G: 0.0689, Wasserstein_dist:2.9029, vae_loss_seen:304.5697 GZSL: seen=0.8571, unseen=0.3073, h=0.4524 ZSL: unseen accuracy=0.4531
[10/300]  Loss_D: -2.4656 Loss_G: 0.4348, Wasserstein_dist:3.1514, vae_loss_seen:310.1641 GZSL: seen=0.9028, unseen=0.2083, h=0.3385 ZSL: unseen accuracy=0.5365
[11/300]  Loss_D: -2.7473 Loss_G: 2.8813, Wasserstein_dist:3.3741, vae_loss_seen:307.5612 GZSL: seen=0.9067, unseen=0.1979, h=0.3249 ZSL: unseen accuracy=0.3906
[12/300]  Loss_D: -2.4665 Loss_G: 2.3042, Wasserstein_dist:3.1104, vae_loss_seen:306.7772 GZSL: seen=0.8095, unseen=0.3594, h=0.4978 ZSL: unseen accuracy=0.5156
[13/300]  Loss_D: -2.3903 Loss_G: 3.3068, Wasserstein_dist:3.1315, vae_loss_seen:306.6456 GZSL: seen=0.8631, unseen=0.2135, h=0.3424 ZSL: unseen accuracy=0.4062
[14/300]  Loss_D: -2.4698 Loss_G: 2.6728, Wasserstein_dist:3.1173, vae_loss_seen:302.0371 GZSL: seen=0.8413, unseen=0.2135, h=0.3406 ZSL: unseen accuracy=0.3958
[15/300]  Loss_D: -2.4996 Loss_G: 5.2375, Wasserstein_dist:3.1439, vae_loss_seen:305.7557 GZSL: seen=0.8929, unseen=0.2552, h=0.3970 ZSL: unseen accuracy=0.3854
[16/300]  Loss_D: -2.7210 Loss_G: 4.4973, Wasserstein_dist:3.3750, vae_loss_seen:298.4827 GZSL: seen=0.8929, unseen=0.2135, h=0.3447 ZSL: unseen accuracy=0.4115
[17/300]  Loss_D: -2.4221 Loss_G: 6.1338, Wasserstein_dist:3.0076, vae_loss_seen:304.8575 GZSL: seen=0.8849, unseen=0.2083, h=0.3373 ZSL: unseen accuracy=0.3958
[18/300]  Loss_D: -2.3207 Loss_G: 6.8894, Wasserstein_dist:2.9760, vae_loss_seen:300.1059 GZSL: seen=0.8730, unseen=0.2500, h=0.3887 ZSL: unseen accuracy=0.4792
[19/300]  Loss_D: -2.6174 Loss_G: 4.8996, Wasserstein_dist:3.2663, vae_loss_seen:296.4214 GZSL: seen=0.7917, unseen=0.2240, h=0.3491 ZSL: unseen accuracy=0.4219
[20/300]  Loss_D: -2.4626 Loss_G: 6.3970, Wasserstein_dist:2.9810, vae_loss_seen:301.7171 GZSL: seen=0.7789, unseen=0.3542, h=0.4869 ZSL: unseen accuracy=0.4479
[21/300]  Loss_D: -2.1224 Loss_G: 6.6709, Wasserstein_dist:2.7271, vae_loss_seen:298.9508 GZSL: seen=0.9008, unseen=0.2031, h=0.3315 ZSL: unseen accuracy=0.3802
[22/300]  Loss_D: -2.0176 Loss_G: 8.8172, Wasserstein_dist:2.5413, vae_loss_seen:296.2481 GZSL: seen=0.7343, unseen=0.2135, h=0.3309 ZSL: unseen accuracy=0.3906
[23/300]  Loss_D: -2.0615 Loss_G: 6.3708, Wasserstein_dist:2.5925, vae_loss_seen:293.1392 GZSL: seen=0.8790, unseen=0.1979, h=0.3231 ZSL: unseen accuracy=0.3958
[24/300]  Loss_D: -2.0116 Loss_G: 8.6300, Wasserstein_dist:2.5087, vae_loss_seen:291.8538 GZSL: seen=0.9048, unseen=0.1927, h=0.3177 ZSL: unseen accuracy=0.3958
[25/300]  Loss_D: -1.8266 Loss_G: 8.9840, Wasserstein_dist:2.3415, vae_loss_seen:293.1666 GZSL: seen=0.8274, unseen=0.1979, h=0.3194 ZSL: unseen accuracy=0.3906
[26/300]  Loss_D: -1.7554 Loss_G: 10.5622, Wasserstein_dist:2.2781, vae_loss_seen:290.3270 GZSL: seen=0.8056, unseen=0.2135, h=0.3376 ZSL: unseen accuracy=0.3906
[27/300]  Loss_D: -1.8784 Loss_G: 8.5541, Wasserstein_dist:2.3588, vae_loss_seen:289.2720 GZSL: seen=0.8543, unseen=0.1979, h=0.3214 ZSL: unseen accuracy=0.3906
[28/300]  Loss_D: -1.7694 Loss_G: 9.9482, Wasserstein_dist:2.2849, vae_loss_seen:290.9024 GZSL: seen=0.9206, unseen=0.1875, h=0.3115 ZSL: unseen accuracy=0.3906
[29/300]  Loss_D: -1.9806 Loss_G: 8.9563, Wasserstein_dist:2.4394, vae_loss_seen:287.2113 GZSL: seen=0.9127, unseen=0.1875, h=0.3111 ZSL: unseen accuracy=0.3906
[30/300]  Loss_D: -1.7496 Loss_G: 10.7463, Wasserstein_dist:2.2497, vae_loss_seen:284.3690 GZSL: seen=0.8294, unseen=0.2135, h=0.3396 ZSL: unseen accuracy=0.3906
[31/300]  Loss_D: -1.7154 Loss_G: 9.5957, Wasserstein_dist:2.1563, vae_loss_seen:292.2249 GZSL: seen=0.7643, unseen=0.2031, h=0.3210 ZSL: unseen accuracy=0.3906
[32/300]  Loss_D: -1.4333 Loss_G: 9.8783, Wasserstein_dist:1.8738, vae_loss_seen:283.7401 GZSL: seen=0.8139, unseen=0.2135, h=0.3383 ZSL: unseen accuracy=0.3854
